gameId,teamAbbrev,homeRoadFlag,gameDate,goals,assists,commonName,opponentCommonName,gamesStarted,decision,shotsAgainst,goalsAgainst,savePctg,shutouts,opponentAbbrev,pim,toi,playerId,playerName
2024021133,MTL,R,3/25/2025,0,0,Canadiens,Blues,0,,5,1,0.8,0,STL,0,9:27,8482487,Jakub Dobes
2024021039,MTL,R,3/12/2025,0,0,Canadiens,Kraken,1,O,35,5,0.857143,0,SEA,0,60:04:00,8482487,Jakub Dobes
2024021008,MTL,R,3/8/2025,0,0,Canadiens,Flames,1,L,24,1,0.958333,0,CGY,0,57:24:00,8482487,Jakub Dobes
2024020953,MTL,R,3/1/2025,0,0,Canadiens,Sabres,1,W,25,2,0.92,0,BUF,0,60:00:00,8482487,Jakub Dobes
2024020891,MTL,H,2/9/2025,0,0,Canadiens,Lightning,1,,8,3,0.625,0,TBL,0,21:05,8482487,Jakub Dobes
2024020861,MTL,R,2/5/2025,0,0,Canadiens,Kings,1,L,36,5,0.861111,0,LAK,0,59:38:00,8482487,Jakub Dobes
2024020813,MTL,H,1/30/2025,0,0,Canadiens,Wild,1,L,26,3,0.884615,0,MIN,0,56:12:00,8482487,Jakub Dobes
2024020779,MTL,H,1/25/2025,0,0,Canadiens,Devils,1,O,44,4,0.909091,0,NJD,0,64:06:00,8482487,Jakub Dobes
2024020738,MTL,H,1/19/2025,0,0,Canadiens,Rangers,1,W,28,4,0.857143,0,NYR,0,63:20:00,8482487,Jakub Dobes
2024020715,MTL,R,1/16/2025,0,0,Canadiens,Stars,1,W,33,1,0.969697,0,DAL,0,59:45:00,8482487,Jakub Dobes
2024020665,MTL,R,1/10/2025,0,0,Canadiens,Capitals,1,W,17,2,0.882353,0,WSH,0,61:15:00,8482487,Jakub Dobes
2024020626,MTL,R,1/4/2025,0,0,Canadiens,Avalanche,1,W,23,1,0.956522,0,COL,0,65:00:00,8482487,Jakub Dobes
2024020566,MTL,R,12/28/2024,0,0,Canadiens,Panthers,1,W,34,0,1,1,FLA,0,59:44:00,8482487,Jakub Dobes
2024021301,CAR,R,4/16/2025,0,0,Hurricanes,Canadiens,1,L,21,3,0.857143,0,MTL,2,59:44:00,8481611,Pyotr Kochetkov
2024021266,CAR,H,4/12/2025,0,0,Hurricanes,Rangers,1,W,31,3,0.903226,0,NYR,0,60:00:00,8481611,Pyotr Kochetkov
2024021235,CAR,R,4/8/2025,0,0,Hurricanes,Sabres,1,L,18,3,0.833333,0,BUF,2,59:56:00,8481611,Pyotr Kochetkov
2024021206,CAR,R,4/4/2025,0,0,Hurricanes,Red Wings,1,L,20,4,0.8,0,DET,0,57:53:00,8481611,Pyotr Kochetkov
2024021175,CAR,H,3/30/2025,0,0,Hurricanes,Islanders,1,W,31,4,0.870968,0,NYI,0,60:00:00,8481611,Pyotr Kochetkov
2024021132,CAR,H,3/25/2025,0,0,Hurricanes,Predators,1,L,16,3,0.8125,0,NSH,0,56:38:00,8481611,Pyotr Kochetkov
2024021109,CAR,R,3/22/2025,0,0,Hurricanes,Kings,1,L,25,7,0.72,0,LAK,0,60:00:00,8481611,Pyotr Kochetkov
2024021061,CAR,R,3/15/2025,0,0,Hurricanes,Flyers,1,W,26,0,1,1,PHI,0,60:00:00,8481611,Pyotr Kochetkov
2024021029,CAR,H,3/11/2025,0,0,Hurricanes,Lightning,1,W,24,1,0.958333,0,TBL,0,59:45:00,8481611,Pyotr Kochetkov
2024020992,CAR,H,3/6/2025,0,0,Hurricanes,Bruins,1,W,34,2,0.941176,0,BOS,0,60:00:00,8481611,Pyotr Kochetkov
2024020963,CAR,H,3/2/2025,0,0,Hurricanes,Flames,1,W,16,1,0.9375,0,CGY,0,63:16:00,8481611,Pyotr Kochetkov
2024020940,CAR,H,2/27/2025,0,0,Hurricanes,Sabres,1,W,15,2,0.866667,0,BUF,0,59:52:00,8481611,Pyotr Kochetkov
2024020900,CAR,R,2/22/2025,0,0,Hurricanes,Maple Leafs,1,L,21,4,0.857143,0,TOR,0,57:17:00,8481611,Pyotr Kochetkov
2024020878,CAR,H,2/8/2025,0,0,Hurricanes,Utah Hockey Club,1,W,39,3,0.923077,0,UTA,0,60:00:00,8481611,Pyotr Kochetkov
2024020852,CAR,R,2/4/2025,0,0,Hurricanes,Jets,1,L,30,3,0.9,0,WPG,0,60:00:00,8481611,Pyotr Kochetkov
2024020817,CAR,H,1/30/2025,0,0,Hurricanes,Blackhawks,1,W,20,2,0.9,0,CHI,0,60:00:00,8481611,Pyotr Kochetkov
2024020785,CAR,R,1/25/2025,0,0,Hurricanes,Islanders,1,O,27,3,0.888889,0,NYI,0,61:42:00,8481611,Pyotr Kochetkov
2024020753,CAR,R,1/21/2025,0,0,Hurricanes,Stars,1,W,23,1,0.956522,0,DAL,0,59:54:00,8481611,Pyotr Kochetkov
2024020721,CAR,H,1/17/2025,0,0,Hurricanes,Golden Knights,1,W,31,2,0.935484,0,VGK,0,60:00:00,8481611,Pyotr Kochetkov
2024020687,CAR,H,1/12/2025,0,0,Hurricanes,Ducks,1,O,20,3,0.85,0,ANA,0,60:32:00,8481611,Pyotr Kochetkov
2024020659,CAR,H,1/9/2025,0,0,Hurricanes,Maple Leafs,1,W,33,3,0.909091,0,TOR,0,59:37:00,8481611,Pyotr Kochetkov
2024020029,CAR,R,1/7/2025,0,0,Hurricanes,Lightning,1,L,33,3,0.909091,0,TBL,0,59:13:00,8481611,Pyotr Kochetkov
2024020624,CAR,H,1/4/2025,0,0,Hurricanes,Wild,1,L,26,3,0.884615,0,MIN,2,59:37:00,8481611,Pyotr Kochetkov
2024020603,CAR,R,1/2/2025,0,0,Hurricanes,Panthers,1,W,26,1,0.961538,0,FLA,0,60:00:00,8481611,Pyotr Kochetkov
2024020594,CAR,R,12/31/2024,0,0,Hurricanes,Blue Jackets,1,O,28,3,0.892857,0,CBJ,0,65:00:00,8481611,Pyotr Kochetkov
2024020560,CAR,R,12/27/2024,0,0,Hurricanes,Devils,1,L,23,4,0.826087,0,NJD,0,57:08:00,8481611,Pyotr Kochetkov
2024020539,CAR,R,12/22/2024,0,2,Hurricanes,Rangers,1,W,23,1,0.956522,0,NYR,0,60:00:00,8481611,Pyotr Kochetkov
2024020524,CAR,R,12/20/2024,0,0,Hurricanes,Capitals,1,L,22,3,0.863636,0,WSH,0,56:46:00,8481611,Pyotr Kochetkov
2024020500,CAR,H,12/17/2024,0,0,Hurricanes,Islanders,1,W,32,0,1,1,NYI,0,60:00:00,8481611,Pyotr Kochetkov
2024020473,CAR,H,12/13/2024,0,0,Hurricanes,Senators,1,L,21,2,0.904762,0,OTT,0,57:16:00,8481611,Pyotr Kochetkov
2024020448,CAR,H,12/10/2024,0,0,Hurricanes,Sharks,1,W,23,2,0.913043,0,SJS,0,59:32:00,8481611,Pyotr Kochetkov
2024020428,CAR,R,12/7/2024,0,0,Hurricanes,Islanders,1,L,25,4,0.84,0,NYI,2,56:06:00,8481611,Pyotr Kochetkov
2024020415,CAR,H,12/5/2024,0,0,Hurricanes,Avalanche,1,W,19,3,0.842105,0,COL,0,59:19:00,8481611,Pyotr Kochetkov
2024020401,CAR,H,12/3/2024,0,0,Hurricanes,Kraken,1,L,28,4,0.857143,0,SEA,0,57:15:00,8481611,Pyotr Kochetkov
2024020328,CAR,R,11/23/2024,0,0,Hurricanes,Blue Jackets,1,,31,4,0.870968,0,CBJ,0,62:10:00,8481611,Pyotr Kochetkov
2024020302,CAR,R,11/20/2024,0,0,Hurricanes,Flyers,1,W,19,1,0.947368,0,PHI,0,60:00:00,8481611,Pyotr Kochetkov
2024020284,CAR,H,11/17/2024,0,0,Hurricanes,Blues,1,W,30,1,0.966667,0,STL,0,59:58:00,8481611,Pyotr Kochetkov
2024020254,CAR,R,11/13/2024,0,0,Hurricanes,Utah Hockey Club,1,L,18,3,0.833333,0,UTA,0,46:45:00,8481611,Pyotr Kochetkov
2024020244,CAR,R,11/11/2024,0,0,Hurricanes,Golden Knights,1,W,32,2,0.9375,0,VGK,0,60:00:00,8481611,Pyotr Kochetkov
2024020214,CAR,H,11/7/2024,0,0,Hurricanes,Penguins,1,W,36,1,0.972222,0,PIT,0,60:00:00,8481611,Pyotr Kochetkov
2024020197,CAR,H,11/5/2024,0,0,Hurricanes,Flyers,1,W,16,4,0.75,0,PHI,0,60:00:00,8481611,Pyotr Kochetkov
2024020188,CAR,H,11/3/2024,0,0,Hurricanes,Capitals,1,W,21,2,0.904762,0,WSH,0,60:00:00,8481611,Pyotr Kochetkov
2024020165,CAR,H,10/31/2024,0,0,Hurricanes,Bruins,1,W,15,2,0.866667,0,BOS,0,59:53:00,8481611,Pyotr Kochetkov
2024020146,CAR,R,10/28/2024,0,0,Hurricanes,Canucks,1,W,27,3,0.888889,0,VAN,0,60:42:00,8481611,Pyotr Kochetkov
2024020114,CAR,R,10/24/2024,0,1,Hurricanes,Flames,1,W,32,2,0.9375,0,CGY,0,60:00:00,8481611,Pyotr Kochetkov
2024020084,CAR,R,10/19/2024,0,0,Hurricanes,Blues,1,L,19,4,0.789474,0,STL,0,57:56:00,8481611,Pyotr Kochetkov
2024020050,CAR,H,10/15/2024,0,0,Hurricanes,Devils,1,W,26,2,0.923077,0,NJD,0,60:00:00,8481611,Pyotr Kochetkov
2024021304,DAL,R,4/16/2025,0,0,Stars,Predators,0,,12,0,1,0,NSH,0,20:00,8479193,Casey DeSmith
2024021272,DAL,H,4/12/2025,0,0,Stars,Utah Hockey Club,1,L,34,5,0.852941,0,UTA,0,59:07:00,8479193,Casey DeSmith
2024021242,DAL,H,4/8/2025,0,0,Stars,Canucks,1,O,32,6,0.8125,0,VAN,0,63:44:00,8479193,Casey DeSmith
2024021211,DAL,H,4/5/2025,0,0,Stars,Penguins,1,L,39,4,0.897436,0,PIT,0,59:40:00,8479193,Casey DeSmith
2024021181,DAL,R,3/31/2025,0,0,Stars,Kraken,1,W,36,1,0.972222,0,SEA,0,60:00:00,8479193,Casey DeSmith
2024021150,DAL,R,3/27/2025,0,0,Stars,Flames,1,W,48,2,0.958333,0,CGY,0,60:00:00,8479193,Casey DeSmith
2024021097,DAL,H,3/20/2025,0,0,Stars,Lightning,1,O,38,2,0.947368,0,TBL,0,65:00:00,8479193,Casey DeSmith
2024021019,DAL,R,3/9/2025,0,0,Stars,Canucks,1,W,23,1,0.956522,0,VAN,0,60:00:00,8479193,Casey DeSmith
2024020979,DAL,H,3/4/2025,0,0,Stars,Devils,1,W,28,3,0.892857,0,NJD,0,60:00:00,8479193,Casey DeSmith
2024020897,DAL,R,2/22/2025,0,0,Stars,Devils,1,W,33,2,0.939394,0,NJD,0,60:00:00,8479193,Casey DeSmith
2024020889,DAL,R,2/8/2025,0,0,Stars,Sharks,1,W,27,3,0.888889,0,SJS,0,60:00:00,8479193,Casey DeSmith
2024020840,DAL,H,2/2/2025,0,0,Stars,Blue Jackets,1,W,30,3,0.9,0,CBJ,0,59:02:00,8479193,Casey DeSmith
2024020783,DAL,R,1/25/2025,0,0,Stars,Blues,1,W,33,0,1,1,STL,0,60:00:00,8479193,Casey DeSmith
2024020724,DAL,R,1/18/2025,0,0,Stars,Avalanche,1,L,36,6,0.833333,0,COL,0,59:13:00,8479193,Casey DeSmith
2024020685,DAL,R,1/12/2025,0,0,Stars,Senators,1,L,27,3,0.888889,0,OTT,0,56:58:00,8479193,Casey DeSmith
2024020657,DAL,R,1/9/2025,0,0,Stars,Flyers,1,W,28,1,0.964286,0,PHI,0,60:00:00,8479193,Casey DeSmith
2024020595,DAL,H,12/31/2024,0,1,Stars,Sabres,1,W,23,2,0.913043,0,BUF,0,60:00:00,8479193,Casey DeSmith
2024020556,DAL,R,12/23/2024,0,0,Stars,Utah Hockey Club,1,W,26,2,0.923077,0,UTA,0,59:30:00,8479193,Casey DeSmith
2024020508,DAL,H,12/18/2024,0,0,Stars,Maple Leafs,0,,6,0,1,0,TOR,0,18:00,8479193,Casey DeSmith
2024020395,DAL,R,12/2/2024,0,0,Stars,Utah Hockey Club,1,W,37,1,0.972973,0,UTA,0,60:00:00,8479193,Casey DeSmith
2024020357,DAL,R,11/27/2024,0,0,Stars,Blackhawks,1,L,26,6,0.769231,0,CHI,0,59:24:00,8479193,Casey DeSmith
2024020291,DAL,H,11/18/2024,0,0,Stars,Ducks,1,L,27,4,0.851852,0,ANA,0,57:22:00,8479193,Casey DeSmith
2024020230,DAL,R,11/9/2024,0,0,Stars,Jets,0,,10,0,1,0,WPG,0,30:39:00,8479193,Casey DeSmith
2024020174,DAL,R,11/2/2024,0,0,Stars,Panthers,1,L,24,3,0.875,0,FLA,0,59:19:00,8479193,Casey DeSmith
2024020109,DAL,R,10/24/2024,0,0,Stars,Bruins,1,W,27,2,0.925926,0,BOS,0,59:56:00,8479193,Casey DeSmith
2024020066,DAL,R,10/17/2024,0,0,Stars,Capitals,1,L,26,3,0.884615,0,WSH,2,57:57:00,8479193,Casey DeSmith
2024020039,DAL,H,10/13/2024,0,0,Stars,Kraken,1,W,25,0,1,1,SEA,0,59:39:00,8479193,Casey DeSmith
2024020961,PIT,H,3/2/2025,0,0,Penguins,Maple Leafs,1,O,33,6,0.818182,0,TOR,0,61:00:00,8482446,Joel Blomqvist
2024020938,PIT,H,2/27/2025,0,0,Penguins,Flyers,0,W,23,1,0.956522,0,PHI,0,33:39:00,8482446,Joel Blomqvist
2024020907,PIT,H,2/23/2025,0,0,Penguins,Rangers,1,L,15,4,0.733333,0,NYR,0,58:25:00,8482446,Joel Blomqvist
2024020893,PIT,H,2/22/2025,0,0,Penguins,Capitals,0,,17,3,0.823529,0,WSH,0,25:35:00,8482446,Joel Blomqvist
2024020881,PIT,R,2/8/2025,0,0,Penguins,Flyers,1,L,20,3,0.85,0,PHI,0,58:18:00,8482446,Joel Blomqvist
2024020778,PIT,R,1/25/2025,0,0,Penguins,Kraken,1,L,25,4,0.84,0,SEA,0,59:36:00,8482446,Joel Blomqvist
2024020729,PIT,R,1/18/2025,0,0,Penguins,Capitals,1,L,31,3,0.903226,0,WSH,0,59:41:00,8482446,Joel Blomqvist
2024020241,PIT,H,11/11/2024,0,0,Penguins,Stars,1,L,8,3,0.625,0,DAL,0,10:16,8482446,Joel Blomqvist
2024020221,PIT,R,11/8/2024,0,0,Penguins,Capitals,1,W,34,2,0.941176,0,WSH,0,59:35:00,8482446,Joel Blomqvist
2024020153,PIT,H,10/29/2024,0,0,Penguins,Wild,1,L,39,4,0.897436,0,MIN,0,58:49:00,8482446,Joel Blomqvist
2024020121,PIT,R,10/25/2024,0,0,Penguins,Oilers,1,L,50,4,0.92,0,EDM,0,59:56:00,8482446,Joel Blomqvist
2024020072,PIT,H,10/18/2024,0,0,Penguins,Hurricanes,1,L,38,4,0.894737,0,CAR,0,60:00:00,8482446,Joel Blomqvist
2024020057,PIT,H,10/16/2024,0,0,Penguins,Sabres,0,W,28,2,0.928571,0,BUF,0,49:00:00,8482446,Joel Blomqvist
2024020026,PIT,R,10/12/2024,0,0,Penguins,Maple Leafs,1,L,32,3,0.90625,0,TOR,0,58:51:00,8482446,Joel Blomqvist
2024020014,PIT,R,10/10/2024,0,0,Penguins,Red Wings,1,W,32,3,0.90625,0,DET,0,59:46:00,8482446,Joel Blomqvist
2024021111,TBL,R,3/22/2025,0,0,Lightning,Utah Hockey Club,1,L,24,5,0.791667,0,UTA,0,57:57:00,8477990,Brandon Halverson
2024020536,MIN,R,12/21/2024,0,0,Wild,Jets,1,L,24,5,0.791667,0,WPG,2,59:44:00,8482661,Jesper Wallstedt
2024020493,MIN,H,12/15/2024,0,0,Wild,Golden Knights,1,L,27,3,0.888889,0,VGK,0,57:42:00,8482661,Jesper Wallstedt
2024021282,WPG,H,4/13/2025,0,0,Jets,Oilers,1,L,38,3,0.921053,0,EDM,0,59:05:00,8477480,Eric Comrie
2024021204,WPG,R,4/3/2025,0,0,Jets,Golden Knights,1,W,26,0,1,1,VGK,0,60:00:00,8477480,Eric Comrie
2024021119,WPG,H,3/23/2025,0,0,Jets,Sabres,1,L,16,4,0.75,0,BUF,0,58:19:00,8477480,Eric Comrie
2024021072,WPG,R,3/16/2025,0,0,Jets,Kraken,1,W,15,1,0.933333,0,SEA,0,51:34:00,8477480,Eric Comrie
2024020991,WPG,R,3/6/2025,0,0,Jets,Flyers,1,W,22,1,0.954545,0,PHI,0,59:50:00,8477480,Eric Comrie
2024020941,WPG,R,2/27/2025,0,0,Jets,Predators,1,L,31,2,0.935484,0,NSH,0,57:26:00,8477480,Eric Comrie
2024020903,WPG,R,2/22/2025,0,0,Jets,Blues,1,W,24,3,0.875,0,STL,0,64:47:00,8477480,Eric Comrie
2024020852,WPG,H,2/4/2025,0,0,Jets,Hurricanes,1,W,29,0,1,1,CAR,0,59:55:00,8477480,Eric Comrie
2024020791,WPG,H,1/26/2025,0,0,Jets,Flames,1,W,22,2,0.909091,0,CGY,0,60:00:00,8477480,Eric Comrie
2024020730,WPG,H,1/18/2025,0,0,Jets,Flames,1,L,21,2,0.904762,0,CGY,0,57:29:00,8477480,Eric Comrie
2024020667,WPG,H,1/10/2025,0,0,Jets,Kings,1,O,23,2,0.913043,0,LAK,0,60:38:00,8477480,Eric Comrie
2024020597,WPG,R,12/31/2024,0,0,Jets,Avalanche,1,L,36,3,0.916667,0,COL,0,58:09:00,8477480,Eric Comrie
2024020511,WPG,R,12/18/2024,0,0,Jets,Ducks,1,L,31,3,0.903226,0,ANA,0,59:33:00,8477480,Eric Comrie
2024020439,WPG,H,12/8/2024,0,0,Jets,Blue Jackets,1,L,27,3,0.888889,0,CBJ,0,57:42:00,8477480,Eric Comrie
2024020374,WPG,R,11/29/2024,0,0,Jets,Golden Knights,1,L,30,4,0.866667,0,VGK,0,58:19:00,8477480,Eric Comrie
2024020329,WPG,R,11/23/2024,0,0,Jets,Predators,1,L,35,3,0.914286,0,NSH,0,58:56:00,8477480,Eric Comrie
2024020259,WPG,R,11/14/2024,0,0,Jets,Lightning,1,L,28,3,0.892857,0,TBL,0,57:58:00,8477480,Eric Comrie
2024020171,WPG,R,11/1/2024,0,0,Jets,Blue Jackets,1,W,22,2,0.909091,0,CBJ,0,60:00:00,8477480,Eric Comrie
2024020129,WPG,R,10/26/2024,0,0,Jets,Flames,1,W,29,3,0.896552,0,CGY,0,60:00:00,8477480,Eric Comrie
2024020088,WPG,H,10/20/2024,0,0,Jets,Penguins,1,W,42,3,0.928571,0,PIT,0,59:53:00,8477480,Eric Comrie
2024021310,TBL,R,4/17/2025,0,0,Lightning,Rangers,1,L,22,4,0.818182,0,NYR,0,59:33:00,8477992,Jonas Johansson
2024021280,TBL,H,4/13/2025,0,0,Lightning,Sabres,1,W,25,4,0.84,0,BUF,0,60:00:00,8477992,Jonas Johansson
2024021215,TBL,R,4/5/2025,0,0,Lightning,Sabres,1,O,38,2,0.947368,0,BUF,0,64:59:00,8477992,Jonas Johansson
2024021160,TBL,H,3/29/2025,0,0,Lightning,Islanders,1,W,38,3,0.921053,0,NYI,0,59:43:00,8477992,Jonas Johansson
2024021043,TBL,R,3/13/2025,0,0,Lightning,Flyers,1,O,29,3,0.896552,0,PHI,0,65:00:00,8477992,Jonas Johansson
2024020976,TBL,H,3/4/2025,0,0,Lightning,Blue Jackets,1,W,33,2,0.939394,0,CBJ,0,60:00:00,8477992,Jonas Johansson
2024020801,TBL,H,1/28/2025,0,0,Lightning,Blackhawks,1,L,20,3,0.85,0,CHI,0,56:44:00,8477992,Jonas Johansson
2024020773,TBL,R,1/24/2025,0,0,Lightning,Blackhawks,1,W,14,3,0.785714,0,CHI,0,60:09:00,8477992,Jonas Johansson
2024020744,TBL,R,1/20/2025,0,0,Lightning,Maple Leafs,1,L,27,4,0.851852,0,TOR,0,58:11:00,8477992,Jonas Johansson
2024020686,TBL,R,1/12/2025,0,0,Lightning,Penguins,1,W,33,2,0.939394,0,PIT,0,60:00:00,8477992,Jonas Johansson
2024020636,TBL,R,1/5/2025,0,0,Lightning,Ducks,1,L,25,3,0.88,0,ANA,0,58:55:00,8477992,Jonas Johansson
2024020580,TBL,H,12/29/2024,0,0,Lightning,Canadiens,1,L,36,4,0.888889,0,MTL,0,59:02:00,8477992,Jonas Johansson
2024020549,TBL,R,12/23/2024,0,0,Lightning,Panthers,1,W,36,0,1,1,FLA,0,60:00:00,8477992,Jonas Johansson
2024020488,TBL,R,12/14/2024,0,0,Lightning,Kraken,1,W,22,1,0.954545,0,SEA,0,60:00:00,8477992,Jonas Johansson
2024020369,TBL,R,11/29/2024,0,0,Lightning,Predators,1,W,31,2,0.935484,0,NSH,0,61:01:00,8477992,Jonas Johansson
2024020311,TBL,R,11/21/2024,0,0,Lightning,Blue Jackets,1,O,43,7,0.837209,0,CBJ,0,60:33:00,8477992,Jonas Johansson
2024020186,TBL,R,11/3/2024,0,0,Lightning,Jets,1,L,32,5,0.84375,0,WPG,0,58:06:00,8477992,Jonas Johansson
2024020094,TBL,R,10/22/2024,0,0,Lightning,Devils,1,W,35,5,0.857143,0,NJD,0,59:57:00,8477992,Jonas Johansson
2024020091,TBL,R,10/21/2024,0,0,Lightning,Maple Leafs,0,,15,1,0.933333,0,TOR,0,28:22:00,8477992,Jonas Johansson
2024021275,SEA,H,4/12/2025,0,0,Kraken,Blues,1,W,23,3,0.869565,0,STL,0,64:40:00,8475831,Philipp Grubauer
2024021181,SEA,H,3/31/2025,0,0,Kraken,Stars,1,L,30,2,0.933333,0,DAL,0,58:03:00,8475831,Philipp Grubauer
2024021088,SEA,R,3/19/2025,0,0,Kraken,Wild,1,L,27,3,0.888889,0,MIN,0,58:25:00,8475831,Philipp Grubauer
2024021054,SEA,H,3/14/2025,0,0,Kraken,Utah Hockey Club,1,W,25,2,0.92,0,UTA,0,60:00:00,8475831,Philipp Grubauer
2024021004,SEA,R,3/8/2025,0,0,Kraken,Flyers,1,W,24,1,0.958333,0,PHI,0,59:57:00,8475831,Philipp Grubauer
2024020806,SEA,H,1/28/2025,0,0,Kraken,Ducks,1,L,22,5,0.772727,0,ANA,0,57:57:00,8475831,Philipp Grubauer
2024020684,SEA,R,1/12/2025,0,0,Kraken,Red Wings,1,L,4,3,0.25,0,DET,0,6:16,8475831,Philipp Grubauer
2024020660,SEA,R,1/9/2025,0,0,Kraken,Blue Jackets,1,L,19,5,0.736842,0,CBJ,0,35:45:00,8475831,Philipp Grubauer
2024020640,SEA,H,1/6/2025,0,0,Kraken,Devils,1,L,29,3,0.896552,0,NJD,0,57:54:00,8475831,Philipp Grubauer
2024020631,SEA,H,1/4/2025,0,0,Kraken,Oilers,1,L,31,3,0.903226,0,EDM,0,58:15:00,8475831,Philipp Grubauer
2024020613,SEA,H,1/2/2025,0,0,Kraken,Canucks,1,O,22,3,0.863636,0,VAN,0,63:12:00,8475831,Philipp Grubauer
2024020588,SEA,H,12/30/2024,0,0,Kraken,Utah Hockey Club,1,W,30,2,0.933333,0,UTA,0,60:00:00,8475831,Philipp Grubauer
2024020567,SEA,R,12/28/2024,0,0,Kraken,Canucks,1,W,22,4,0.818182,0,VAN,0,60:15:00,8475831,Philipp Grubauer
2024020538,SEA,R,12/21/2024,0,0,Kraken,Golden Knights,1,L,33,5,0.848485,0,VGK,0,57:45:00,8475831,Philipp Grubauer
2024020488,SEA,H,12/14/2024,0,0,Kraken,Lightning,1,L,30,4,0.866667,0,TBL,0,59:43:00,8475831,Philipp Grubauer
2024020472,SEA,H,12/12/2024,0,0,Kraken,Bruins,1,W,34,1,0.970588,0,BOS,0,60:00:00,8475831,Philipp Grubauer
2024020436,SEA,R,12/8/2024,0,0,Kraken,Rangers,1,W,37,5,0.864865,0,NYR,0,60:00:00,8475831,Philipp Grubauer
2024020420,SEA,R,12/6/2024,0,0,Kraken,Devils,1,L,36,3,0.916667,0,NJD,0,57:54:00,8475831,Philipp Grubauer
2024020371,SEA,R,11/29/2024,0,0,Kraken,Sharks,1,L,26,7,0.730769,0,SJS,0,59:29:00,8475831,Philipp Grubauer
2024020287,SEA,H,11/17/2024,0,0,Kraken,Rangers,1,L,23,2,0.913043,0,NYR,0,56:28:00,8475831,Philipp Grubauer
2024020202,SEA,R,11/5/2024,0,0,Kraken,Avalanche,1,L,31,5,0.83871,0,COL,0,58:03:00,8475831,Philipp Grubauer
2024020178,SEA,R,11/2/2024,0,0,Kraken,Senators,1,L,22,2,0.909091,0,OTT,0,58:06:00,8475831,Philipp Grubauer
2024020106,SEA,H,10/22/2024,0,0,Kraken,Avalanche,1,L,28,3,0.892857,0,COL,0,56:39:00,8475831,Philipp Grubauer
2024020071,SEA,H,10/17/2024,0,0,Kraken,Flyers,1,W,25,4,0.84,0,PHI,0,59:45:00,8475831,Philipp Grubauer
2024020039,SEA,R,10/13/2024,0,0,Kraken,Stars,1,L,23,2,0.913043,0,DAL,0,57:40:00,8475831,Philipp Grubauer
2024020003,SEA,H,10/8/2024,0,0,Kraken,Blues,1,L,25,3,0.88,0,STL,0,58:18:00,8475831,Philipp Grubauer
2024021242,VAN,R,4/8/2025,0,0,Canucks,Stars,1,W,27,4,0.851852,0,DAL,0,62:43:00,8477967,Thatcher Demko
2024021212,VAN,H,4/5/2025,0,0,Canucks,Ducks,1,W,32,2,0.9375,0,ANA,0,59:43:00,8477967,Thatcher Demko
2024021196,VAN,H,4/2/2025,0,0,Canucks,Kraken,1,L,18,4,0.777778,0,SEA,0,58:11:00,8477967,Thatcher Demko
2024021172,VAN,R,3/30/2025,0,0,Canucks,Jets,1,L,27,3,0.888889,0,WPG,0,56:40:00,8477967,Thatcher Demko
2024021139,VAN,R,3/26/2025,0,0,Canucks,Islanders,1,W,28,2,0.928571,0,NYI,0,60:00:00,8477967,Thatcher Demko
2024021125,VAN,R,3/24/2025,0,0,Canucks,Devils,1,W,25,3,0.88,0,NJD,0,63:36:00,8477967,Thatcher Demko
2024020884,VAN,H,2/8/2025,0,0,Canucks,Maple Leafs,1,,6,0,1,0,TOR,0,10:00,8477967,Thatcher Demko
2024020870,VAN,R,2/6/2025,0,0,Canucks,Sharks,1,W,34,1,0.970588,0,SJS,0,60:33:00,8477967,Thatcher Demko
2024020855,VAN,H,2/4/2025,0,0,Canucks,Avalanche,1,W,25,0,1,1,COL,0,60:00:00,8477967,Thatcher Demko
2024020823,VAN,R,1/31/2025,0,0,Canucks,Stars,1,L,14,3,0.785714,0,DAL,0,58:54:00,8477967,Thatcher Demko
2024020810,VAN,R,1/29/2025,0,0,Canucks,Predators,1,W,32,1,0.96875,0,NSH,0,59:51:00,8477967,Thatcher Demko
2024020768,VAN,R,1/23/2025,0,0,Canucks,Oilers,1,L,34,6,0.823529,0,EDM,0,60:00:00,8477967,Thatcher Demko
2024020755,VAN,H,1/21/2025,0,0,Canucks,Sabres,1,L,26,3,0.884615,0,BUF,0,58:15:00,8477967,Thatcher Demko
2024020735,VAN,H,1/18/2025,0,0,Canucks,Oilers,1,W,15,2,0.866667,0,EDM,0,60:00:00,8477967,Thatcher Demko
2024020719,VAN,H,1/16/2025,0,0,Canucks,Kings,1,L,21,5,0.761905,0,LAK,0,59:55:00,8477967,Thatcher Demko
2024020666,VAN,R,1/10/2025,0,0,Canucks,Hurricanes,1,L,20,2,0.9,0,CAR,0,58:01:00,8477967,Thatcher Demko
2024020613,VAN,R,1/2/2025,0,0,Canucks,Kraken,1,,12,1,0.916667,0,SEA,0,27:49:00,8477967,Thatcher Demko
2024020567,VAN,H,12/28/2024,0,0,Canucks,Kraken,1,O,29,5,0.827586,0,SEA,0,62:15:00,8477967,Thatcher Demko
2024020555,VAN,H,12/23/2024,0,0,Canucks,Sharks,1,W,29,3,0.896552,0,SJS,0,60:00:00,8477967,Thatcher Demko
2024020510,VAN,R,12/18/2024,0,0,Canucks,Utah Hockey Club,1,O,31,3,0.903226,0,UTA,0,64:48:00,8477967,Thatcher Demko
